,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
4,9.4,.512,18.3,0.0,.222,0.2,3.2,25,1.2,vucevni01,7.1,9.4,.510,18.5,2.0,.753,2.7,65,60,NBA,2037,3.1,3.1,20.9,C,0.9,2015-16,2.2,10.2,ORL
5,7.7,.481,15.9,0.4,.307,1.2,3.5,26,1.2,vucevni01,10.0,8.0,.468,17.2,1.8,.669,2.7,75,55,NBA,2163,2.9,3.0,18.2,C,1.3,2016-17,1.9,13.0,ORL
0,1.4,.296,4.8,1.5,.270,5.6,4.6,20,0.2,vujacsa01,4.4,2.9,.282,10.5,1.6,.947,1.7,35,3,NBA,403,1.2,3.7,9.0,SG,1.1,2004-05,1.3,5.5,LAL
1,1.2,.350,3.5,1.5,.343,4.3,3.5,21,0.1,vujacsa01,3.1,2.7,.346,7.8,1.1,.885,1.3,82,4,NBA,1449,0.8,3.7,8.0,PG,1.2,2005-06,1.2,4.0,LAL
2,1.7,.421,4.1,2.3,.373,6.2,2.5,22,0.0,vujacsa01,3.0,4.0,.392,10.3,1.7,.878,1.9,73,4,NBA,935,1.1,4.0,12.1,SG,1.6,2006-07,1.2,4.1,LAL
3,2.8,.476,6.0,3.3,.437,7.6,2.0,23,0.1,vujacsa01,3.8,6.2,.454,13.6,2.1,.835,2.6,72,0,NBA,1279,0.5,3.0,17.8,SG,1.0,2007-08,1.5,4.3,LAL
4,2.1,.416,5.0,2.3,.363,6.2,3.1,24,0.2,vujacsa01,3.2,4.3,.387,11.2,1.9,.921,2.1,80,0,NBA,1293,0.5,4.3,12.8,SG,2.1,2008-09,1.0,3.8,LAL
5,2.6,.494,5.2,1.6,.309,5.1,2.6,25,0.3,vujacsa01,3.4,4.1,.402,10.3,1.8,.848,2.1,67,1,NBA,575,1.6,4.2,11.6,SG,1.3,2009-10,1.1,4.9,LAL
6,3.1,.426,7.3,2.1,.370,5.7,2.9,26,0.1,vujacsa01,3.4,5.2,.402,13.0,1.8,.844,2.1,67,17,NBA,1648,0.7,3.0,14.3,SG,1.2,2010-11,1.4,4.1,TOT
7,3.3,.313,10.7,2.0,.429,4.7,3.3,26,0.0,vujacsa01,2.0,5.3,.348,15.3,0.7,.500,1.3,11,0,NBA,54,0.7,4.7,13.3,SG,0.7,2010-11,3.3,2.7,LAL
8,3.1,.432,7.2,2.1,.369,5.8,2.9,26,0.1,vujacsa01,3.5,5.2,.404,12.9,1.8,.851,2.1,56,17,NBA,1594,0.7,2.9,14.4,SG,1.2,2010-11,1.4,4.1,NJN
9,3.6,.333,10.8,3.6,.500,7.2,0.0,29,0.0,vujacsa01,10.8,7.2,.400,18.0,0.0,,0.0,2,0,NBA,10,0.0,3.6,18.0,SG,3.6,2013-14,10.8,10.8,LAC
10,2.1,.403,5.3,2.1,.364,5.7,3.3,31,0.2,vujacsa01,4.9,4.2,.383,11.0,1.3,.821,1.5,61,25,NBA,908,1.0,3.3,11.7,SG,1.3,2015-16,1.7,5.9,NYK
11,1.7,.306,5.5,2.0,.311,6.5,4.6,32,0.2,vujacsa01,4.1,3.7,.309,12.0,1.5,.708,2.1,42,4,NBA,408,1.1,3.4,10.9,SG,1.1,2016-17,1.4,5.2,NYK
0,6.0,.477,12.6,0.3,.302,0.9,4.7,22,0.6,wadedw01,2.7,6.3,.465,13.5,3.9,.747,5.3,61,56,NBA,2126,1.4,2.4,16.8,PG,1.5,2003-04,3.3,4.2,MIA
1,7.5,.485,15.4,0.2,.289,0.5,6.3,23,1.0,wadedw01,3.5,7.6,.478,16.0,7.0,.762,9.2,77,77,NBA,2974,1.3,2.8,22.4,SG,1.5,2004-05,3.9,4.8,MIA
2,8.5,.513,16.6,0.2,.171,0.9,6.3,24,0.7,wadedw01,4.0,8.7,.495,17.6,7.8,.783,10.0,75,75,NBA,2892,1.3,2.7,25.4,SG,1.8,2005-06,3.3,5.4,MIA
3,8.4,.511,16.5,0.4,.266,1.5,7.2,25,1.2,wadedw01,3.5,8.8,.491,17.9,8.1,.807,10.0,51,50,NBA,1931,1.0,2.2,26.0,SG,2.0,2006-07,4.0,4.5,MIA
4,7.7,.485,15.8,0.4,.286,1.4,6.5,26,0.7,wadedw01,3.1,8.1,.469,17.3,6.5,.758,8.6,51,49,NBA,1954,0.8,2.5,23.1,SG,1.6,2007-08,4.1,3.9,MIA
5,9.0,.524,17.3,1.0,.317,3.3,7.0,27,1.3,wadedw01,3.6,10.1,.491,20.5,7.0,.765,9.1,79,79,NBA,3048,1.1,2.1,28.2,SG,2.0,2008-09,3.2,4.7,MIA
6,8.3,.509,16.3,0.9,.300,3.1,6.5,28,1.1,wadedw01,3.4,9.3,.476,19.5,6.9,.761,9.1,77,77,NBA,2792,1.4,2.3,26.4,SG,1.8,2009-10,3.2,4.8,MIA
7,8.0,.534,15.0,0.8,.306,2.6,4.4,29,1.1,wadedw01,4.6,8.8,.500,17.6,6.3,.758,8.3,76,76,NBA,2823,1.6,2.5,24.8,SG,1.4,2010-11,3.0,6.2,MIA
8,8.9,.513,17.3,0.3,.268,1.2,5.0,30,1.4,wadedw01,3.6,9.2,.497,18.5,5.2,.791,6.6,49,49,NBA,1625,1.6,2.4,24.0,SG,1.8,2011-12,2.9,5.3,MIA
9,8.3,.537,15.5,0.3,.258,1.0,5.3,31,0.8,wadedw01,3.9,8.6,.521,16.5,4.6,.725,6.4,69,69,NBA,2391,1.3,2.1,22.0,SG,1.9,2012-13,2.9,5.2,MIA
10,8.2,.557,14.8,0.2,.281,0.6,5.1,32,0.6,wadedw01,3.7,8.4,.545,15.4,3.8,.733,5.2,54,53,NBA,1775,1.2,2.1,20.8,SG,1.6,2013-14,3.3,4.9,MIA
11,8.8,.489,17.9,0.5,.284,1.9,5.5,33,0.4,wadedw01,2.9,9.3,.470,19.8,5.2,.768,6.8,62,62,NBA,1971,1.1,1.9,24.3,SG,1.3,2014-15,3.8,4.0,MIA
12,8.5,.468,18.2,0.1,.159,0.7,5.5,34,0.7,wadedw01,3.5,8.6,.456,18.9,5.1,.793,6.5,74,73,NBA,2258,1.3,1.8,22.5,SG,1.3,2015-16,3.2,4.8,MIA
13,7.4,.456,16.3,0.9,.310,2.9,4.6,35,0.8,wadedw01,4.2,8.3,.434,19.2,4.5,.794,5.6,60,59,NBA,1792,1.3,2.3,22.0,SG,1.7,2016-17,2.8,5.4,CHI
0,0.9,.167,5.3,0.0,.000,0.6,10.0,22,0.3,wadema01,3.5,0.9,.150,5.9,0.6,.500,1.2,11,0,NBA,123,0.9,3.8,2.3,PG,2.0,1987-88,3.8,4.4,GSW
1,0.0,,0.0,0.0,,0.0,24.0,24,0.0,wadema01,0.0,0.0,,0.0,0.0,,0.0,1,0,NBA,3,0.0,0.0,0.0,PG,0.0,1989-90,0.0,0.0,DAL
0,2.0,.190,10.4,1.0,.118,8.4,2.0,20,0.0,wafervo01,1.5,3.0,.158,18.7,3.0,.750,3.9,16,0,NBA,73,2.5,5.9,9.9,SG,1.5,2005-06,0.5,3.9,LAL
1,0.0,,0.0,0.0,.000,36.0,0.0,21,0.0,wafervo01,0.0,0.0,.000,36.0,0.0,,0.0,1,0,NBA,1,0.0,0.0,0.0,SF,0.0,2006-07,0.0,0.0,LAC
2,3.0,.371,8.2,0.9,.154,6.1,1.6,22,0.7,wafervo01,4.2,4.0,.279,14.3,1.9,.667,2.8,29,0,NBA,154,0.2,1.6,10.8,SG,0.5,2007-08,3.0,4.4,TOT
3,3.6,.391,9.2,0.4,.067,6.0,2.0,22,0.4,wafervo01,3.6,4.0,.263,15.2,2.4,.750,3.2,21,0,NBA,90,0.4,1.6,10.8,SG,0.8,2007-08,4.4,4.0,DEN
4,2.3,.333,6.8,1.7,.273,6.2,1.1,22,1.1,wafervo01,5.1,3.9,.304,12.9,1.1,.500,2.3,8,0,NBA,64,0.0,1.7,10.7,SG,0.0,2007-08,1.1,5.1,POR
5,4.8,.474,10.2,1.9,.390,4.8,2.1,23,0.2,wafervo01,2.8,6.7,.447,15.0,2.6,.752,3.4,63,11,NBA,1225,0.6,2.1,17.9,SG,1.2,2008-09,1.7,3.3,HOU
6,3.2,.533,6.0,1.2,.269,4.4,2.3,25,0.3,wafervo01,2.7,4.4,.421,10.4,2.1,.842,2.5,58,2,NBA,553,0.5,2.5,12.0,SG,1.2,2010-11,1.3,3.2,BOS
7,4.4,.483,9.1,1.1,.359,3.0,2.2,26,0.2,wafervo01,3.0,5.4,.452,12.1,2.9,.704,4.1,33,1,NBA,469,0.5,2.0,14.9,SG,0.8,2011-12,2.7,3.5,ORL
0,,,,,,,,30,,wagercl01,,,.281,,,.617,,63,,NBA,,,,,,,1949-50,,,FTW
0,4.4,.390,11.2,1.4,.316,4.5,3.4,19,0.2,wagneda02,1.6,5.8,.369,15.7,3.3,.800,4.2,47,24,NBA,1385,0.5,2.8,16.3,SG,1.0,2002-03,2.2,2.1,CLE
1,4.1,.368,11.2,1.6,.360,4.4,2.6,20,0.4,wagneda02,2.5,5.7,.366,15.6,1.6,.681,2.4,44,4,NBA,708,0.5,4.5,14.6,SG,1.3,2003-04,2.1,2.9,CLE
2,4.6,.448,10.2,1.8,.192,9.2,4.6,21,0.0,wagneda02,0.7,6.4,.327,19.4,1.1,.750,1.4,11,0,NBA,102,0.0,5.3,15.5,SG,1.8,2004-05,3.2,0.7,CLE
3,0.0,,0.0,5.1,1.000,5.1,5.1,23,0.0,wagneda02,0.0,5.1,1.000,5.1,5.1,.500,10.3,1,0,NBA,7,0.0,5.1,20.6,SG,0.0,2006-07,5.1,0.0,GSW
0,,,,,,,,27,,wagneda01,,,.352,,,.886,,11,,NBA,,,,,,,1949-50,,,SHE
0,5.7,.438,13.0,0.2,.200,0.9,5.8,24,0.4,wagnemi01,2.3,5.9,.422,13.9,2.5,.897,2.7,40,4,NBA,380,0.4,4.0,14.4,SG,0.6,1987-88,2.1,2.7,LAL
1,5.6,.450,12.4,1.9,.353,5.3,4.7,27,0.9,wagnemi01,2.2,7.4,.421,17.7,2.8,.818,3.4,13,1,NBA,116,0.0,4.3,19.6,SG,0.6,1990-91,3.7,2.2,MIA
0,2.0,.270,7.4,0.2,.250,0.8,2.8,23,,wagneph01,3.0,2.2,.268,8.2,2.6,.765,3.4,12,,ABA,180,1.6,5.6,7.2,,,1968-69,3.6,4.6,INA
0,5.6,.446,12.5,1.3,.310,4.2,3.8,21,0.3,waitedi01,2.6,6.9,.412,16.7,3.3,.746,4.4,61,48,NBA,1756,0.5,2.3,18.3,SG,1.2,2012-13,2.5,3.1,CLE
1,5.9,.455,12.9,1.6,.368,4.3,3.6,22,0.3,waitedi01,2.8,7.5,.433,17.3,2.8,.685,4.1,70,24,NBA,2072,0.6,2.7,19.3,SG,1.1,2013-14,2.7,3.4,CLE
2,4.9,.431,11.4,1.2,.297,4.0,2.7,23,0.3,waitedi01,2.5,6.1,.396,15.4,1.9,.680,2.8,80,23,NBA,2208,0.7,2.5,15.3,SG,1.5,2014-15,1.8,3.1,TOT
3,5.3,.453,11.7,1.0,.256,3.9,3.4,23,0.5,waitedi01,2.1,6.3,.404,15.7,2.2,.783,2.7,33,3,NBA,786,0.5,2.7,15.8,SG,2.0,2014-15,2.3,2.6,CLE
4,4.7,.419,11.2,1.3,.319,4.1,2.3,23,0.3,waitedi01,2.7,6.0,.392,15.3,1.8,.625,2.8,47,20,NBA,1422,0.7,2.4,15.1,SG,1.2,2014-15,1.6,3.4,OKC
5,3.3,.421,7.8,1.4,.358,4.0,2.6,24,0.3,waitedi01,2.8,4.7,.399,11.8,1.9,.713,2.6,78,15,NBA,2152,0.6,2.4,12.7,SG,1.4,2015-16,2.0,3.4,OKC
6,5.1,.438,11.7,2.2,.395,5.6,5.2,25,0.5,waitedi01,3.5,7.3,.424,17.2,2.1,.646,3.3,46,43,NBA,1384,0.5,2.5,19.0,SG,1.1,2016-17,2.7,4.0,MIA
0,4.3,.519,8.2,0.0,.000,0.0,2.1,23,2.9,waitegr01,5.6,4.3,.517,8.2,1.1,.608,1.8,78,8,NBA,1040,2.2,5.7,9.6,C,0.8,1983-84,2.3,7.9,IND
1,4.4,.450,9.7,0.0,.000,0.1,1.5,24,2.3,waitegr01,5.8,4.4,.447,9.7,1.5,.580,2.6,62,5,NBA,703,2.9,5.5,10.2,C,0.8,1984-85,2.8,8.7,IND
2,3.0,.342,8.8,0.0,.000,0.2,1.8,25,2.3,waitegr01,3.0,3.0,.333,9.0,0.2,.167,1.4,43,0,NBA,156,3.5,6.9,6.2,C,0.9,1985-86,2.5,6.5,HOU
3,2.7,.435,6.2,0.0,.000,0.1,1.5,26,2.1,waitegr01,3.3,2.7,.430,6.3,0.3,.556,0.6,44,26,NBA,534,2.6,5.6,5.7,C,0.7,1986-87,1.1,5.9,CHI
4,2.8,.321,8.8,0.0,.000,0.3,0.3,27,4.7,waitegr01,6.0,2.8,.310,9.2,0.0,.000,0.6,22,0,NBA,114,2.8,8.2,5.7,C,0.6,1987-88,1.9,8.8,CHI
0,3.8,.350,10.9,,,,4.3,24,0.1,wakefan01,3.1,3.8,.350,10.9,2.9,.696,4.2,73,,NBA,586,1.5,4.3,10.6,SG,1.2,1978-79,4.5,4.7,TOT
1,0.0,.000,4.5,,,,4.5,24,0.0,wakefan01,0.0,0.0,.000,4.5,0.0,,0.0,2,,NBA,8,0.0,9.0,0.0,SG,0.0,1978-79,9.0,0.0,CHI
2,3.9,.352,11.0,,,,4.3,24,0.1,wakefan01,3.2,3.9,.352,11.0,3.0,.696,4.3,71,,NBA,578,1.6,4.2,10.7,SG,1.2,1978-79,4.4,4.7,DET
3,4.6,.400,11.5,0.0,,0.0,2.3,25,0.0,wakefan01,3.1,4.6,.400,11.5,2.3,1.000,2.3,8,,NBA,47,0.0,10.0,11.5,SG,0.8,1979-80,6.1,3.1,UTA
0,,,,,,,2.1,21,,walkne01,,6.6,.470,14.1,4.0,.640,6.2,82,,NBA,1394,,5.8,17.3,C,,1969-70,,11.8,PHO
1,,,,,,,2.1,22,,walkne01,,7.5,.451,16.7,3.6,.765,4.7,82,,NBA,2033,,5.0,18.7,C,,1970-71,,11.9,PHO
2,,,,,,,2.5,23,,walkne01,,8.5,.479,17.8,4.3,.744,5.8,81,,NBA,2142,,5.0,21.3,C,,1971-72,,11.2,PHO
3,,,,,,,3.3,24,,walkne01,,7.8,.466,16.8,3.2,.786,4.1,81,,NBA,3114,,3.7,18.9,C,,1972-73,,11.6,PHO
4,,,,,,,4.7,25,0.8,walkne01,8.5,8.1,.460,17.6,3.3,.791,4.2,82,,NBA,2549,3.3,3.6,19.5,C,1.0,1973-74,,11.8,PHO
5,,,,,,,3.9,26,0.7,walkne01,7.9,6.3,.419,15.1,2.8,.819,3.4,67,,NBA,1125,2.9,5.7,15.4,C,1.2,1974-75,,10.8,TOT
6,,,,,,,4.3,26,0.8,walkne01,8.0,6.4,.422,15.1,2.7,.800,3.4,37,,NBA,851,3.1,5.2,15.5,C,1.3,1974-75,,11.1,NOJ
7,,,,,,,2.9,26,0.4,walkne01,7.8,6.2,.409,15.1,2.9,.880,3.3,30,,NBA,274,2.4,7.2,15.2,C,0.9,1974-75,,10.1,NYK
8,,,,,,,3.2,27,0.6,walkne01,7.8,7.0,.432,16.3,2.1,.798,2.7,82,,NBA,1340,2.6,5.6,16.2,C,0.7,1975-76,,10.5,NYK
9,,,,,,,1.6,28,0.8,walkne01,5.9,7.5,.491,15.2,1.6,.857,1.9,11,,NBA,135,1.3,5.9,16.5,C,1.1,1976-77,,7.2,NYK
0,,,,,,,2.6,21,0.6,walkean01,4.3,5.9,.462,12.8,3.0,.766,3.9,40,,NBA,438,1.9,4.8,14.8,SF,1.6,1976-77,,6.2,NOJ
0,6.4,.438,14.5,0.6,.327,1.9,3.2,20,0.6,walkean02,5.5,7.0,.425,16.4,2.8,.631,4.4,82,68,NBA,2970,3.5,3.3,17.4,PF,1.3,1996-97,2.8,9.0,BOS
1,7.0,.447,15.6,1.0,.312,3.2,3.0,21,0.7,walkean02,6.2,8.0,.423,18.8,3.4,.645,5.2,82,82,NBA,3268,3.0,2.9,20.3,PF,1.6,1997-98,3.2,9.2,BOS
2,5.5,.426,13.0,1.5,.369,4.1,3.0,22,0.7,walkean02,5.9,7.0,.412,17.1,2.6,.559,4.7,42,41,NBA,1549,2.5,3.3,18.2,PF,1.5,1998-99,2.8,8.3,BOS
3,6.9,.471,14.6,0.9,.256,3.4,3.7,23,0.4,walkean02,5.4,7.8,.430,18.1,3.7,.699,5.3,82,82,NBA,3003,2.4,3.2,20.1,PF,1.4,1999-00,3.1,7.8,BOS
4,5.2,.439,11.8,2.3,.367,6.4,4.7,24,0.5,walkean02,6.0,7.5,.413,18.2,2.6,.716,3.7,81,81,NBA,3396,1.6,2.7,20.1,PF,1.5,2000-01,3.2,7.6,BOS
5,4.7,.425,11.0,2.3,.344,6.8,4.3,25,0.4,walkean02,6.0,7.0,.394,17.9,2.5,.741,3.4,81,81,NBA,3406,1.6,2.5,19.0,PF,1.3,2001-02,2.7,7.5,BOS
6,4.6,.427,10.8,2.1,.323,6.5,4.2,26,0.3,walkean02,5.2,6.7,.388,17.3,2.0,.615,3.2,78,78,NBA,3235,1.1,2.5,17.5,PF,1.3,2002-03,2.9,6.3,BOS
7,5.1,.487,10.4,1.0,.269,3.9,4.7,27,0.8,walkean02,6.2,6.1,.428,14.3,1.3,.554,2.4,82,82,NBA,2840,2.5,2.7,14.6,PF,0.8,2003-04,2.6,8.7,DAL
8,5.7,.455,12.6,1.3,.323,4.2,3.2,28,0.7,walkean02,6.2,7.1,.422,16.8,2.4,.539,4.5,77,77,NBA,2955,2.2,2.6,17.9,PF,1.1,2004-05,3.1,8.5,TOT
9,5.7,.450,12.6,1.4,.317,4.5,3.3,28,0.5,walkean02,6.3,7.1,.415,17.1,2.7,.534,5.0,53,53,NBA,2128,2.1,2.5,18.3,PF,1.1,2004-05,3.1,8.4,ATL
10,5.9,.467,12.7,1.1,.342,3.2,3.1,28,1.1,walkean02,6.2,7.0,.442,15.8,1.9,.557,3.4,24,24,NBA,827,2.4,3.0,17.0,PF,1.1,2004-05,3.0,8.6,BOS
11,4.2,.493,8.4,2.2,.358,6.3,2.7,29,0.5,walkean02,5.2,6.4,.435,14.7,1.3,.628,2.1,82,19,NBA,2199,1.7,3.1,16.4,PF,0.8,2005-06,2.5,6.9,MIA
12,3.6,.499,7.2,1.7,.275,6.0,2.6,30,0.3,walkean02,4.9,5.2,.397,13.2,0.9,.438,2.1,78,15,NBA,1818,1.8,3.4,13.1,PF,1.0,2006-07,2.8,6.7,MIA
13,3.0,.401,7.5,2.5,.324,7.6,1.8,31,0.3,walkean02,4.5,5.5,.363,15.1,1.4,.530,2.7,46,1,NBA,892,2.3,3.2,14.9,PF,1.3,2007-08,1.9,6.8,MIN
0,,,,,,,,27,,walkebr01,,,.363,,,.561,,59,,BAA,,,,,PF,,1948-49,,,PRO
1,,,,,,,,28,,walkebr01,,,.374,,,.632,,68,,NBA,,,,,PF,,1949-50,,,BOS
2,,,,,,,,29,,walkebr01,,,.394,,,.699,,66,,NBA,,,,,PF,,1950-51,,,TOT
3,,,,,,,,29,,walkebr01,,,.394,,,.556,,17,,NBA,,,,,PF,,1950-51,,,BOS
4,,,,,,,,29,,walkebr01,,,.394,,,.713,,49,,NBA,,,,,PF,,1950-51,,,BLB
5,,,,,,,2.1,30,,walkebr01,,4.6,.410,11.2,1.3,.765,1.8,35,,NBA,699,,2.0,10.5,PF,,1951-52,,10.0,BLB
0,,,,,,,1.5,22,,walkech01,,6.4,.469,13.6,4.6,.699,6.5,78,,NBA,1992,,4.0,17.3,SF,,1962-63,,10.1,SYR
1,,,,,,,1.6,23,,walkech01,,6.4,.440,14.5,4.3,.711,6.0,76,,NBA,2775,,3.0,17.0,SF,,1963-64,,10.2,PHI
2,,,,,,,2.2,24,,walkech01,,6.2,.403,15.4,4.7,.742,6.4,79,,NBA,2187,,3.3,17.2,SF,,1964-65,,8.7,PHI
3,,,,,,,2.8,25,,walkech01,,6.1,.451,13.6,4.6,.716,6.5,80,,NBA,2603,,3.3,16.9,SF,,1965-66,,8.8,PHI
4,,,,,,,2.5,26,,walkech01,,7.5,.488,15.4,6.0,.766,7.8,81,,NBA,2691,,3.1,21.0,SF,,1966-67,,8.8,PHI
5,,,,,,,2.2,27,,walkech01,,7.4,.460,16.1,5.3,.726,7.3,82,,NBA,2623,,3.5,20.1,SF,,1967-68,,8.3,PHI
6,,,,,,,1.9,28,,walkech01,,7.2,.484,15.0,4.8,.804,6.0,82,,NBA,2753,,3.2,19.3,SF,,1968-69,,8.4,PHI
7,,,,,,,2.5,29,,walkech01,,7.9,.477,16.5,6.4,.850,7.5,78,,NBA,2726,,2.7,22.1,SF,,1969-70,,8.0,CHI
8,,,,,,,2.2,30,,walkech01,,8.0,.465,17.2,5.9,.859,6.9,81,,NBA,2927,,2.3,21.9,SF,,1970-71,,7.2,CHI
9,,,,,,,2.5,31,,walkech01,,8.6,.505,17.0,6.7,.847,7.9,78,,NBA,2588,,2.4,23.9,SF,,1971-72,,6.6,CHI
10,,,,,,,2.6,32,,walkech01,,8.8,.478,18.3,5.5,.832,6.6,79,,NBA,2455,,2.4,23.0,SF,,1972-73,,5.8,CHI
11,,,,,,,2.7,33,0.1,walkech01,3.7,7.7,.486,15.9,5.9,.875,6.8,82,,NBA,2661,1.8,2.7,21.4,SF,0.9,1973-74,,5.5,CHI
12,,,,,,,2.5,34,0.1,walkech01,4.7,7.7,.487,15.8,6.1,.860,7.0,76,,NBA,2452,1.7,2.7,21.5,SF,0.7,1974-75,,6.3,CHI
0,5.8,.421,13.7,0.1,.267,0.4,7.7,22,0.4,walkeda01,2.5,5.9,.417,14.1,5.7,.791,7.2,82,0,NBA,1324,2.0,5.5,17.5,PG,3.5,1983-84,5.3,4.5,NYK
1,6.2,.442,14.1,0.0,.000,0.2,5.9,23,0.3,walkeda01,2.2,6.2,.435,14.3,3.5,.700,5.0,82,66,NBA,2489,1.9,3.5,16.0,PG,2.4,1984-85,3.0,4.0,NYK
2,5.8,.436,13.2,0.0,.000,0.2,6.0,24,0.6,walkeda01,2.1,5.8,.430,13.4,3.4,.686,4.9,81,35,NBA,2023,1.8,3.8,14.9,PG,2.6,1985-86,3.4,3.9,NYK
3,6.4,.485,13.2,0.0,.000,0.1,5.0,25,0.7,walkeda01,3.0,6.4,.482,13.2,4.8,.745,6.5,81,25,NBA,2020,2.8,4.1,17.6,PG,2.1,1986-87,3.3,5.8,DEN
4,4.4,.400,10.9,0.0,.000,0.2,3.8,26,0.4,walkeda01,3.2,4.4,.392,11.1,3.1,.781,4.0,52,0,NBA,940,1.6,4.0,11.9,SG,2.4,1987-88,2.6,4.9,WSB
5,4.0,.426,9.4,0.0,.000,0.1,7.0,27,0.3,walkeda01,5.2,4.0,.420,9.6,2.0,.772,2.6,79,78,NBA,2565,1.9,3.0,10.0,PG,2.2,1988-89,2.6,7.1,WSB
6,3.9,.465,8.4,0.0,.095,0.3,8.1,28,0.4,walkeda01,6.8,3.9,.454,8.7,1.7,.687,2.5,81,81,NBA,2883,2.2,2.7,9.6,PG,1.7,1989-90,2.2,8.9,WSB
7,3.6,.437,8.2,0.0,.000,0.1,7.2,29,0.5,walkeda01,5.6,3.6,.430,8.4,1.5,.604,2.4,71,65,NBA,2305,2.2,3.1,8.6,PG,1.2,1990-91,2.4,7.8,WSB
8,3.8,.434,8.7,0.0,.000,0.2,4.8,30,0.4,walkeda01,3.6,3.8,.423,8.9,1.5,.619,2.5,74,4,NBA,1541,2.0,3.1,9.0,SG,1.5,1991-92,1.8,5.6,DET
9,2.4,.358,6.7,0.0,.000,0.1,3.7,31,0.1,walkeda01,2.5,2.4,.354,6.8,0.8,.462,1.8,37,2,NBA,511,1.5,4.4,5.6,PG-SG,2.3,1992-93,1.8,4.1,TOT
10,0.7,.167,4.5,0.0,.000,0.2,2.3,31,0.0,walkeda01,3.7,0.7,.158,4.7,0.5,.333,1.5,9,2,NBA,144,1.0,3.0,2.0,SG,2.5,1992-93,3.2,4.7,DET
11,3.0,.403,7.6,0.0,,0.0,4.3,31,0.2,walkeda01,2.1,3.0,.403,7.6,1.0,.500,2.0,28,0,NBA,367,1.8,5.0,7.1,PG,2.3,1992-93,1.2,3.8,CHI
0,3.7,.404,9.3,,,,6.5,23,0.2,walkefo01,3.3,3.7,.404,9.3,2.7,.684,3.9,72,,NBA,1070,1.6,4.2,10.2,PG,2.7,1974-75,,4.9,CLE
1,4.0,.388,10.4,,,,8.1,24,0.1,walkefo01,3.6,4.0,.388,10.4,2.4,.778,3.0,81,,NBA,1280,1.5,3.8,10.4,PG,2.8,1975-76,,5.1,CLE
2,4.6,.450,10.3,,,,7.5,25,0.1,walkefo01,3.1,4.6,.450,10.3,2.6,.774,3.4,62,,NBA,1216,1.6,3.7,11.9,PG,2.5,1976-77,,4.7,CLE
3,4.1,.448,9.2,,,,6.5,26,0.3,walkefo01,3.1,4.1,.448,9.2,2.3,.719,3.2,81,,NBA,2496,1.1,3.1,10.6,PG,2.5,1977-78,2.6,4.2,CLE
4,4.3,.464,9.2,,,,6.6,27,0.4,walkefo01,2.9,4.3,.464,9.2,2.8,.783,3.6,55,,NBA,1753,1.2,3.1,11.4,PG,2.7,1978-79,2.6,4.1,CLE
5,3.8,.460,8.3,0.0,.111,0.1,9.0,28,0.2,walkefo01,3.1,3.8,.454,8.4,2.9,.802,3.6,76,,NBA,2422,1.2,3.0,10.6,PG,2.3,1979-80,2.3,4.3,CLE
6,2.2,.438,4.9,0.1,.222,0.3,7.8,29,0.0,walkefo01,2.5,2.2,.426,5.2,2.7,.793,3.4,41,,NBA,1172,0.7,3.2,7.2,PG,1.6,1980-81,2.6,3.1,NJN
7,3.0,.415,7.1,0.1,.333,0.2,7.7,30,0.1,walkefo01,2.3,3.0,.413,7.3,2.7,.727,3.8,77,54,NBA,1861,0.6,3.5,8.8,PG,2.3,1981-82,2.1,2.9,NJN
8,2.9,.471,6.2,0.1,.167,0.3,6.8,31,0.1,walkefo01,2.7,3.0,.456,6.5,3.0,.779,3.9,79,10,NBA,1388,0.8,3.5,9.0,PG,2.0,1982-83,2.7,3.5,NJN
9,2.9,.353,8.1,0.2,.400,0.5,7.7,32,0.3,walkefo01,2.2,3.0,.356,8.6,2.3,.889,2.6,34,0,NBA,378,0.8,3.5,8.6,PG,1.9,1983-84,3.0,3.0,NJN
0,6.0,.632,9.5,0.0,.000,0.2,2.2,21,0.3,walkebi01,3.5,6.0,.621,9.7,2.7,.696,3.8,29,0,NBA,216,1.3,8.5,14.7,SF,1.0,2008-09,3.0,4.8,BOS
1,3.3,.603,5.4,2.3,.431,5.4,1.9,22,0.1,walkebi01,3.4,5.6,.517,10.9,1.8,.796,2.3,35,13,NBA,768,0.7,3.9,15.4,SG-SF,1.1,2009-10,1.3,4.1,TOT
2,3.7,.500,7.4,0.0,,0.0,3.7,22,0.0,walkebi01,6.2,3.7,.500,7.4,2.5,1.000,2.5,8,0,NBA,29,0.0,5.0,9.9,SF,0.0,2009-10,2.5,6.2,BOS
3,3.3,.609,5.4,2.4,.431,5.7,1.8,22,0.1,walkebi01,3.3,5.7,.518,11.0,1.8,.787,2.3,27,13,NBA,739,0.7,3.8,15.6,SG,1.1,2009-10,1.3,4.0,NYK
4,2.1,.542,3.8,2.7,.386,7.0,1.6,23,0.3,walkebi01,4.9,4.8,.441,10.8,1.4,.705,2.0,61,1,NBA,784,0.7,3.7,13.7,SG,1.0,2010-11,1.7,5.6,NYK
