,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
4,3.1,.422,7.4,1.6,.373,4.4,4.2,27,0.2,anderde01,2.7,4.8,.404,11.8,3.4,.856,4.0,70,27,NBA,1860,0.9,2.2,14.7,SG,1.3,2001-02,1.7,3.7,POR
5,3.4,.477,7.1,1.6,.350,4.7,4.6,28,0.2,anderde01,3.0,5.0,.427,11.7,3.3,.859,3.8,76,76,NBA,2556,0.7,2.0,14.9,PG,1.3,2002-03,1.8,3.7,POR
6,3.0,.428,7.0,1.6,.305,5.2,4.5,29,0.1,anderde01,3.1,4.6,.376,12.2,3.1,.824,3.7,51,46,NBA,1810,0.5,1.6,13.8,SG,1.3,2003-04,1.8,3.6,POR
7,2.7,.392,7.0,1.7,.384,4.4,4.2,30,0.1,anderde01,3.0,4.4,.389,11.4,2.0,.805,2.5,47,32,NBA,1239,0.7,2.6,12.6,SG,1.0,2004-05,2.0,3.7,POR
8,2.3,.402,5.8,1.4,.299,4.6,3.5,31,0.2,anderde01,4.2,3.7,.356,10.4,3.2,.838,3.8,43,11,NBA,1047,0.7,3.4,12.0,SG,0.8,2005-06,1.9,4.9,TOT
9,3.0,.462,6.6,1.2,.284,4.1,3.3,31,0.2,anderde01,4.4,4.2,.393,10.7,3.8,.836,4.5,20,8,NBA,582,0.7,3.0,13.4,SG,0.9,2005-06,2.3,5.1,HOU
10,1.5,.302,4.9,1.6,.313,5.2,3.7,31,0.2,anderde01,3.9,3.1,.308,10.1,2.5,.842,2.9,23,3,NBA,465,0.7,3.8,10.3,SG,0.6,2005-06,1.3,4.6,MIA
11,2.2,.507,4.3,1.6,.355,4.6,4.0,32,0.2,anderde01,2.5,3.8,.429,8.9,2.8,.877,3.2,50,32,NBA,1190,0.9,3.5,12.1,SF,1.6,2006-07,1.7,3.4,CHA
12,2.5,.384,6.6,1.7,.365,4.7,4.0,33,0.1,anderde01,3.9,4.3,.376,11.4,2.5,.737,3.5,28,0,NBA,396,0.8,4.5,12.8,SG,1.1,2007-08,2.3,4.7,CHA
0,7.6,.500,15.3,0.0,,0.0,3.3,22,0.0,anderdw01,2.2,7.6,.500,15.3,7.6,.700,10.9,5,0,NBA,33,0.0,7.6,22.9,PG,1.1,1982-83,5.5,2.2,DEN
0,4.1,.278,14.7,0.0,,0.0,2.5,22,0.8,anderer01,6.5,4.1,.278,14.7,9.0,.846,10.6,16,0,NBA,44,4.9,11.5,17.2,PF,2.5,1992-93,4.1,11.5,NYK
1,4.6,.333,13.8,1.8,1.000,1.8,1.8,23,0.9,anderer01,10.2,6.5,.412,15.7,4.6,.357,12.9,11,0,NBA,39,5.5,8.3,19.4,PF,0.0,1993-94,1.8,15.7,NYK
0,6.9,.503,13.6,0.0,.200,0.1,1.4,23,2.2,andergr01,6.4,6.9,.501,13.7,3.6,.604,6.0,82,45,NBA,1984,2.9,4.1,17.4,PF,1.0,1987-88,2.6,9.3,SAS
1,6.9,.505,13.7,0.0,.000,0.0,0.9,24,1.5,andergr01,6.3,6.9,.503,13.7,3.1,.514,6.0,82,56,NBA,2401,3.8,3.3,16.9,PF,1.5,1988-89,2.7,10.1,SAS
2,6.1,.507,12.0,0.0,,0.0,0.7,25,1.5,andergr01,7.3,6.1,.507,12.0,2.5,.535,4.7,60,28,NBA,1291,3.1,4.9,14.8,PF,0.9,1989-90,2.2,10.4,MIL
3,4.5,.431,10.5,0.0,.000,0.0,0.6,26,1.8,andergr01,8.6,4.5,.430,10.5,2.3,.522,4.5,68,2,NBA,924,3.8,5.5,11.4,PF,1.4,1990-91,3.3,12.4,TOT
4,3.9,.375,10.5,0.0,.000,0.1,0.4,26,1.3,andergr01,7.1,3.9,.370,10.6,2.3,.571,4.1,26,0,NBA,247,3.8,4.2,10.2,PF,1.2,1990-91,3.2,10.9,MIL
5,8.0,1.000,8.0,0.0,,0.0,2.0,26,0.0,andergr01,4.0,8.0,1.000,8.0,0.0,,0.0,1,0,NBA,18,8.0,8.0,16.0,PF,4.0,1990-91,2.0,12.0,NJN
6,4.6,.440,10.5,0.0,,0.0,0.7,26,2.0,andergr01,9.3,4.6,.440,10.5,2.4,.506,4.8,41,2,NBA,659,3.7,5.8,11.7,PF,1.4,1990-91,3.3,12.9,DEN
7,5.0,.458,11.0,0.0,.000,0.1,1.0,27,0.8,andergr01,7.8,5.0,.456,11.0,2.2,.623,3.5,82,82,NBA,2793,4.3,3.4,12.2,PF,1.1,1991-92,2.6,12.1,DEN
8,4.4,.545,8.1,0.0,.333,0.1,1.1,29,1.5,andergr01,8.6,4.5,.543,8.2,2.0,.571,3.4,77,47,NBA,1624,4.1,5.2,10.9,PF,1.2,1993-94,2.1,12.7,DET
9,3.3,.548,6.0,0.0,,0.0,1.0,30,1.9,andergr01,7.3,3.3,.548,6.0,2.0,.479,4.1,51,0,NBA,622,3.6,6.0,8.6,PF,1.3,1994-95,1.9,10.9,ATL
10,2.5,.522,4.8,0.0,.000,0.1,1.0,31,2.5,andergr01,7.4,2.5,.511,4.9,0.6,.240,2.6,46,7,NBA,344,3.0,6.9,5.7,PF,0.9,1995-96,2.3,10.5,SAS
11,2.8,.498,5.7,0.0,.000,0.0,0.7,32,1.5,andergr01,6.3,2.8,.496,5.7,1.3,.667,2.0,82,48,NBA,1659,3.4,4.9,7.0,C,1.4,1996-97,1.6,9.7,SAS
12,3.3,.474,6.9,0.0,.000,0.5,1.4,33,0.9,andergr01,7.1,3.3,.444,7.3,1.4,.390,3.7,50,0,NBA,398,3.5,7.7,8.0,C,1.7,1997-98,1.5,10.7,ATL
0,5.7,.507,11.2,0.0,.000,0.1,2.0,22,0.6,anderjj01,5.2,5.7,.501,11.4,3.0,.571,5.2,65,2,NBA,1202,3.6,4.6,14.4,SF,1.9,1982-83,2.4,8.8,TOT
1,6.0,.381,15.8,0.0,.000,0.7,0.7,22,0.0,anderjj01,6.0,6.0,.364,16.5,0.7,.333,2.3,13,0,NBA,48,3.0,4.5,12.7,SF,0.7,1982-83,3.7,9.0,PHI
2,5.7,.514,11.0,0.0,.000,0.1,2.1,22,0.7,anderjj01,5.2,5.7,.510,11.1,3.1,.576,5.4,52,2,NBA,1154,3.6,4.6,14.4,SF,1.9,1982-83,2.3,8.8,UTA
3,6.4,.433,14.7,0.0,.000,0.3,2.5,23,1.0,anderjj01,2.9,6.4,.423,15.0,1.4,.414,3.4,48,0,NBA,311,4.4,3.2,14.1,SF,1.7,1983-84,2.3,7.3,UTA
4,4.8,.415,11.6,0.0,.000,0.2,1.7,24,0.7,anderjj01,4.2,4.8,.409,11.7,2.1,.600,3.5,44,0,NBA,457,2.3,5.5,11.7,SF,2.3,1984-85,2.5,6.5,UTA
0,1.6,.371,4.4,2.3,.391,5.8,2.3,21,0.8,anderja01,2.6,3.9,.383,10.2,1.8,.778,2.3,26,2,NBA,286,0.3,3.0,11.8,SF,0.4,2010-11,1.6,2.9,SAS
1,2.8,.443,6.3,1.1,.279,4.1,2.4,22,0.1,anderja01,3.8,3.9,.379,10.4,2.3,.750,3.1,51,2,NBA,603,1.0,2.1,11.3,SG,0.5,2011-12,1.8,4.7,SAS
2,2.8,.470,5.9,1.9,.350,5.4,3.8,23,0.4,anderja01,4.8,4.7,.413,11.3,2.2,.857,2.5,39,2,NBA,401,1.6,2.2,13.4,SG-SF,1.3,2012-13,2.2,6.5,TOT
3,2.3,.429,5.4,1.9,.455,4.2,3.4,23,0.8,anderja01,4.2,4.2,.440,9.6,2.7,.778,3.4,10,0,NBA,94,1.1,2.7,13.0,SF,1.1,2012-13,2.7,5.4,SAS
4,2.9,.481,6.1,1.9,.327,5.7,3.9,23,0.4,anderja01,5.0,4.8,.406,11.8,2.0,.895,2.2,29,2,NBA,307,1.8,2.1,13.5,SG,1.4,2012-13,2.1,6.8,HOU
5,3.0,.530,5.7,1.8,.328,5.5,2.3,24,0.4,anderja01,3.8,4.8,.431,11.2,1.2,.726,1.7,80,62,NBA,2309,0.9,2.4,12.6,SG,1.2,2013-14,1.7,4.7,PHI
6,2.2,.478,4.6,1.1,.267,4.3,2.0,26,0.7,anderja01,3.6,3.3,.376,8.9,1.1,.759,1.4,51,15,NBA,721,0.6,2.7,8.9,SG,1.0,2015-16,2.1,4.3,SAC
0,,,,,,,1.7,22,0.9,anderje01,2.6,7.1,.556,12.9,3.1,.688,4.6,22,,NBA,126,1.1,7.1,17.4,SG,0.9,1975-76,,3.7,BOS
1,,,,,,,2.2,23,0.4,anderje01,0.7,5.7,.441,13.0,3.1,.700,4.4,27,,NBA,164,2.0,5.7,14.5,SG,1.3,1976-77,,2.6,IND
0,2.7,.533,5.1,1.2,.265,4.6,1.6,22,1.4,anderju01,6.3,4.0,.406,9.7,2.4,.800,3.1,55,9,NBA,647,1.0,2.5,11.6,SF,1.1,2015-16,1.3,7.3,DAL
1,3.8,.522,7.2,1.7,.299,5.7,1.9,23,0.7,anderju01,5.2,5.5,.424,12.9,3.0,.791,3.8,75,10,NBA,1228,2.0,3.2,15.6,SF,1.2,2016-17,1.9,7.2,TOT
2,3.8,.477,7.9,1.9,.303,6.2,1.6,23,0.8,anderju01,5.6,5.6,.401,14.0,3.5,.795,4.5,51,2,NBA,710,2.0,3.2,16.7,SF,1.4,2016-17,2.0,7.6,DAL
3,3.8,.600,6.3,1.5,.292,5.0,2.4,23,0.5,anderju01,4.6,5.2,.463,11.3,2.2,.780,2.8,24,8,NBA,518,2.1,3.1,14.1,SF,0.9,2016-17,1.8,6.7,PHI
0,6.1,.394,15.5,0.1,.231,0.4,6.7,21,0.3,anderke01,3.0,6.2,.390,15.9,2.4,.745,3.2,64,13,NBA,1086,1.3,2.3,14.9,PG,2.2,1991-92,3.2,4.2,NJN
1,6.5,.440,14.8,0.1,.280,0.4,8.0,22,0.2,anderke01,3.1,6.6,.435,15.2,3.2,.776,4.2,55,55,NBA,2010,0.9,2.5,16.6,PG,1.7,1992-93,2.7,4.0,NJN
2,6.2,.429,14.3,0.5,.303,1.5,9.0,23,0.2,anderke01,2.7,6.6,.417,15.9,4.0,.818,4.9,82,82,NBA,3135,1.0,2.3,17.7,PG,1.8,1993-94,3.1,3.7,NJN
3,4.2,.426,9.9,1.3,.330,3.9,9.1,24,0.2,anderke01,2.4,5.5,.399,13.8,4.7,.841,5.5,72,70,NBA,2689,1.0,2.5,17.0,PG,1.4,1994-95,3.0,3.3,NJN
4,3.9,.445,8.9,1.4,.359,3.9,8.8,25,0.2,anderke01,2.2,5.4,.418,12.8,4.0,.769,5.2,69,64,NBA,2344,1.0,2.7,16.1,PG,1.7,1995-96,2.2,3.1,TOT
5,3.7,.381,9.7,1.2,.364,3.4,8.5,25,0.3,anderke01,2.2,4.9,.376,13.1,5.2,.803,6.5,31,28,NBA,1042,1.3,2.5,16.3,PG,1.8,1995-96,2.0,3.5,NJN
6,4.1,.505,8.2,1.5,.357,4.3,9.1,25,0.2,anderke01,2.1,5.7,.454,12.6,3.0,.727,4.1,38,36,NBA,1302,0.7,2.9,16.0,PG,1.6,1995-96,2.4,2.8,CHH
7,4.1,.458,9.0,1.5,.361,4.3,6.8,26,0.2,anderke01,3.2,5.7,.427,13.3,3.9,.768,5.1,82,81,NBA,3081,1.1,2.6,16.8,PG,1.9,1996-97,2.3,4.2,POR
8,4.1,.411,10.0,1.1,.356,3.1,6.7,27,0.0,anderke01,2.6,5.2,.398,13.1,3.0,.789,3.8,61,56,NBA,1858,0.8,2.6,14.5,PG,1.7,1997-98,2.8,3.4,TOT
9,3.8,.398,9.6,1.1,.353,3.3,6.0,27,0.0,anderke01,2.4,5.0,.387,12.9,2.7,.772,3.5,45,40,NBA,1472,0.9,2.4,13.9,PG,1.5,1997-98,2.8,3.3,POR
10,5.0,.450,11.2,0.9,.370,2.5,9.3,27,0.0,anderke01,3.4,6.0,.435,13.7,3.8,.837,4.6,16,16,NBA,386,0.3,3.4,16.7,PG,2.4,1997-98,2.7,3.6,BOS
11,5.5,.465,11.9,0.2,.250,0.9,6.9,28,0.1,anderke01,2.8,5.7,.451,12.7,3.0,.832,3.6,34,33,NBA,1010,0.9,2.8,14.7,PG,1.2,1998-99,2.5,3.7,BOS
12,4.8,.456,10.6,1.2,.386,3.1,5.8,29,0.1,anderke01,2.4,6.0,.440,13.7,2.7,.775,3.5,82,82,NBA,2593,0.8,3.2,16.0,PG,1.9,1999-00,1.8,3.1,BOS
13,3.3,.397,8.2,0.5,.333,1.4,5.7,30,0.1,anderke01,2.4,3.7,.388,9.6,2.5,.831,3.0,33,28,NBA,849,0.7,2.6,10.4,PG,1.9,2000-01,2.2,3.1,BOS
14,4.5,.444,10.1,0.1,.273,0.5,6.0,31,0.1,anderke01,3.2,4.6,.436,10.6,1.5,.742,2.0,76,76,NBA,2430,0.8,3.1,10.8,PG,2.1,2001-02,1.8,4.1,BOS
15,5.1,.432,11.9,0.0,.143,0.2,6.3,32,0.2,anderke01,3.2,5.2,.427,12.1,1.4,.789,1.8,61,2,NBA,1135,1.0,3.4,11.8,PG,1.8,2002-03,2.4,4.2,TOT
16,5.3,.449,11.9,0.0,.000,0.3,6.3,32,0.1,anderke01,3.7,5.3,.440,12.1,1.5,.829,1.8,38,1,NBA,689,0.9,3.3,12.2,PG,2.1,2002-03,1.7,4.5,SEA
17,4.8,.405,11.9,0.1,.500,0.2,6.2,32,0.3,anderke01,2.5,4.9,.407,12.1,1.3,.727,1.8,23,1,NBA,446,1.1,3.5,11.2,PG,1.5,2002-03,3.4,3.6,NOH
18,4.5,.444,10.0,0.0,.250,0.2,5.0,33,0.2,anderke01,2.5,4.5,.441,10.2,1.4,.729,1.9,44,31,NBA,905,0.8,2.9,10.4,PG,1.0,2003-04,2.0,3.2,IND
19,3.8,.420,9.1,0.3,.462,0.6,5.0,34,0.0,anderke01,3.1,4.1,.423,9.7,1.3,.730,1.8,43,20,NBA,743,1.2,4.2,9.8,PG,1.6,2004-05,2.4,4.3,TOT
20,3.8,.424,8.9,0.3,.462,0.7,4.9,34,0.0,anderke01,3.0,4.1,.426,9.5,1.4,.730,1.9,39,20,NBA,717,1.2,4.1,9.8,PG,1.7,2004-05,2.3,4.2,ATL
21,5.5,.364,15.2,0.0,,0.0,6.9,34,0.0,anderke01,5.5,5.5,.364,15.2,0.0,,0.0,4,0,NBA,26,1.4,8.3,11.1,PG,0.0,2004-05,4.2,6.9,LAC
0,,,,,,,2.4,23,0.8,anderki01,4.5,3.9,.312,12.4,2.4,.536,4.5,21,,NBA,224,2.7,6.8,10.1,SF,0.6,1978-79,3.5,7.2,POR
0,2.8,.359,7.8,0.3,.273,1.1,2.8,21,0.7,anderky01,6.7,3.1,.348,8.9,0.9,.643,1.4,33,8,NBA,358,0.5,2.8,7.4,SF,1.5,2014-15,1.0,7.2,SAS
1,3.6,.488,7.5,0.3,.324,1.1,3.6,22,0.8,anderky01,6.3,4.0,.468,8.5,1.8,.747,2.4,78,11,NBA,1245,0.7,2.8,10.1,SF,1.7,2015-16,1.7,7.1,SAS
2,2.8,.462,6.0,0.5,.375,1.4,3.2,23,0.9,anderky01,6.2,3.3,.445,7.4,1.6,.789,2.0,72,14,NBA,1020,1.2,2.2,8.7,SG,1.8,2016-17,1.4,7.3,SAS
0,3.6,.429,8.3,0.0,.143,0.3,7.5,22,0.1,andermi01,2.2,3.6,.417,8.6,2.8,.695,4.0,36,12,NBA,730,2.2,3.2,10.1,PG,2.2,1988-89,4.1,4.4,SAS
0,7.5,.504,14.8,0.0,.059,0.3,2.5,22,0.7,anderni01,4.2,7.5,.494,15.2,3.8,.705,5.3,81,9,NBA,1785,2.2,2.8,18.8,SG,1.4,1989-90,2.8,6.4,ORL
1,7.0,.479,14.6,0.3,.293,1.1,1.9,23,0.8,anderni01,5.4,7.3,.467,15.7,3.2,.668,4.7,70,42,NBA,1971,1.7,2.6,18.1,SG,1.4,1990-91,2.1,7.1,ORL
2,7.4,.472,15.6,0.5,.353,1.4,2.7,24,0.5,anderni01,4.7,7.9,.463,17.0,3.3,.667,5.0,60,59,NBA,2203,1.6,2.2,19.5,SG,1.6,1991-92,2.1,6.3,ORL
3,6.2,.471,13.3,1.1,.353,3.1,3.3,25,0.7,anderni01,4.4,7.3,.449,16.3,3.7,.741,5.0,79,76,NBA,2920,1.5,2.5,19.4,SG,1.6,1992-93,2.0,5.9,ORL
4,5.2,.545,9.5,1.3,.322,4.0,3.8,26,0.4,anderni01,4.6,6.5,.478,13.5,2.2,.672,3.2,81,81,NBA,2811,1.4,1.9,16.4,SG,1.7,1993-94,2.1,6.1,ORL
5,3.6,.528,6.8,2.5,.415,6.0,4.4,27,0.3,anderni01,3.5,6.1,.476,12.8,2.0,.704,2.8,76,76,NBA,2588,1.2,1.7,16.7,SG,1.7,1994-95,2.0,4.7,ORL
6,3.1,.489,6.3,2.2,.391,5.7,3.7,28,0.6,anderni01,4.3,5.3,.442,12.0,2.2,.692,3.2,77,77,NBA,2717,1.2,1.8,15.0,SG,1.6,1995-96,1.9,5.5,ORL
7,2.4,.453,5.3,2.4,.353,6.7,3.0,29,0.5,anderni01,4.0,4.8,.397,12.1,0.6,.404,1.6,63,61,NBA,2163,1.1,2.7,12.6,SG,2.0,1996-97,1.4,5.1,ORL
8,5.6,.493,11.4,1.6,.360,4.5,2.5,30,0.5,anderni01,4.2,7.3,.455,16.0,2.7,.638,4.2,58,44,NBA,1701,2.1,2.1,18.8,SF,1.5,1997-98,1.8,6.3,ORL
9,3.6,.433,8.3,2.2,.347,6.3,2.1,31,0.3,anderni01,5.1,5.8,.395,14.6,2.3,.611,3.7,47,39,NBA,1581,1.2,1.6,16.0,SF,1.5,1998-99,1.9,6.3,ORL
10,3.0,.452,6.6,2.3,.332,6.8,2.1,32,0.3,anderni01,4.4,5.3,.391,13.4,0.6,.487,1.3,72,72,NBA,2094,1.4,2.0,13.4,SG,1.6,1999-00,1.6,5.8,SAC
11,0.9,.222,3.8,2.1,.256,8.3,2.8,33,0.9,anderni01,4.7,3.0,.246,12.1,0.0,,0.0,21,0,NBA,169,0.6,2.8,8.1,SG,2.1,2000-01,1.5,5.3,SAC
12,1.3,.286,4.6,2.1,.271,7.9,2.3,34,1.0,anderni01,5.3,3.5,.276,12.5,0.8,.556,1.5,15,0,NBA,219,0.2,2.8,9.9,SG,1.0,2001-02,2.3,5.4,MEM
0,4.7,.405,11.6,0.2,.368,0.5,3.4,22,0.7,anderri01,4.5,4.9,.404,12.2,1.4,.696,1.9,78,5,NBA,1274,3.1,4.8,11.4,C,1.6,1982-83,2.6,7.7,SDC
1,7.0,.435,16.1,0.1,.158,0.5,5.0,23,0.7,anderri01,7.0,7.1,.426,16.6,3.0,.773,3.9,78,17,NBA,1380,3.5,4.8,17.3,PF,1.2,1983-84,2.8,10.6,DEN
2,6.3,.447,14.2,0.5,.250,1.8,3.8,26,0.3,anderri01,6.3,6.8,.424,16.0,2.5,.759,3.3,51,0,NBA,312,2.8,4.3,16.6,PF,0.8,1986-87,2.2,9.1,HOU
3,3.3,.426,7.7,1.3,.320,4.0,3.0,27,0.4,anderri01,5.7,4.6,.390,11.7,1.5,.753,2.1,74,3,NBA,1350,2.4,3.7,11.9,PF,1.4,1987-88,1.6,8.1,TOT
4,3.4,.455,7.5,4.1,.400,10.2,2.7,27,0.0,anderri01,5.4,7.5,.423,17.7,2.7,.800,3.4,12,0,NBA,53,6.1,2.7,21.7,PF,0.7,1987-88,0.7,11.5,HOU
5,3.3,.424,7.7,1.2,.311,3.7,3.0,27,0.4,anderri01,5.7,4.4,.387,11.5,1.5,.750,2.0,62,3,NBA,1297,2.3,3.7,11.5,PF,1.4,1987-88,1.7,7.9,POR
6,3.2,.464,6.9,1.6,.348,4.7,3.3,28,0.4,anderri01,5.6,4.8,.417,11.6,1.1,.842,1.3,72,3,NBA,1082,2.1,3.3,12.3,PF,1.5,1988-89,1.8,7.7,POR
7,3.0,.459,6.6,2.2,.370,6.0,3.3,29,0.5,anderri01,5.6,5.2,.417,12.6,1.1,.783,1.4,54,2,NBA,604,2.0,3.8,13.8,PF,1.2,1989-90,1.5,7.6,CHH
0,5.7,.430,13.4,0.1,.500,0.1,2.4,26,0.5,anderro01,3.4,5.8,.431,13.5,2.8,.820,3.5,36,7,NBA,520,2.7,2.8,14.5,SF,0.6,1984-85,2.4,6.1,CLE
1,6.6,.498,13.3,0.0,.222,0.2,3.1,27,0.1,anderro01,3.1,6.7,.494,13.5,1.8,.669,2.7,77,30,NBA,1676,2.8,2.7,15.2,SF,1.2,1985-86,1.8,5.9,TOT
2,6.4,.507,12.7,0.0,.000,0.2,1.4,27,0.0,anderro01,3.7,6.4,.500,12.9,2.1,.750,2.8,17,3,NBA,207,0.9,3.5,15.0,SF,0.2,1985-86,1.0,4.5,CLE
3,6.6,.496,13.4,0.0,.250,0.2,3.3,27,0.1,anderro01,3.0,6.7,.493,13.6,1.8,.658,2.7,60,27,NBA,1469,3.1,2.6,15.2,SF,1.3,1985-86,1.9,6.1,IND
4,6.9,.481,14.4,0.0,.000,0.2,2.7,28,0.1,anderro01,3.9,6.9,.473,14.7,4.2,.787,5.4,63,0,NBA,721,3.6,3.2,18.1,SF,1.5,1986-87,2.7,7.5,IND
5,7.1,.500,14.2,0.0,.000,0.1,2.6,29,0.2,anderro01,4.2,7.1,.498,14.3,3.5,.766,4.6,74,1,NBA,1097,2.9,3.2,17.8,SF,1.3,1987-88,2.4,7.1,IND
6,7.8,.494,15.7,0.0,.182,0.2,1.9,30,0.3,anderro01,3.3,7.8,.491,15.8,2.7,.856,3.1,82,12,NBA,2618,2.3,2.3,18.3,SF,1.0,1988-89,1.7,5.6,PHI
7,6.5,.459,14.1,0.1,.143,0.4,2.5,31,0.2,anderro01,3.7,6.5,.451,14.5,2.8,.838,3.4,78,3,NBA,2089,1.4,2.5,16.0,SF,1.2,1989-90,1.3,5.1,PHI
8,7.7,.497,15.6,0.1,.209,0.7,1.8,32,0.2,anderro01,4.1,7.9,.485,16.2,2.5,.833,3.0,82,13,NBA,2340,1.6,2.5,18.4,SF,1.0,1990-91,1.5,5.6,PHI
9,6.3,.485,13.0,0.6,.331,1.9,2.0,33,0.2,anderro01,2.7,6.9,.465,14.9,2.1,.877,2.4,82,11,NBA,2432,1.4,1.9,16.6,SF,1.3,1991-92,1.6,4.1,PHI
10,5.3,.439,12.1,1.1,.325,3.4,2.7,34,0.1,anderro01,3.5,6.4,.414,15.5,2.1,.809,2.5,69,0,NBA,1263,1.8,2.1,16.0,SF,0.9,1992-93,1.8,5.2,PHI
11,2.8,.467,6.1,0.7,.269,2.6,1.7,35,0.3,anderro01,3.7,3.5,.407,8.7,1.9,.826,2.3,21,2,NBA,356,1.6,1.6,9.7,SF,0.8,1993-94,1.0,5.4,TOT
12,2.3,.355,6.3,0.8,.333,2.5,1.2,35,0.4,anderro01,3.7,3.1,.349,8.8,2.0,.833,2.5,11,2,NBA,176,1.6,1.8,9.0,SF,1.0,1993-94,0.2,5.3,NJN
13,3.4,.586,5.8,0.6,.214,2.8,2.2,35,0.2,anderro01,3.8,4.0,.465,8.6,1.8,.818,2.2,10,0,NBA,180,1.6,1.4,10.4,SF,0.6,1993-94,1.8,5.4,WSB
0,2.5,.417,6.0,1.9,.365,5.2,1.4,20,0.5,anderry01,5.7,4.4,.393,11.2,2.7,.845,3.2,66,30,NBA,1312,2.9,4.3,13.4,PF,1.2,2008-09,1.7,8.5,NJN
1,3.6,.514,7.0,3.1,.370,8.3,1.5,21,0.6,anderry01,5.2,6.7,.436,15.3,2.8,.866,3.2,63,6,NBA,911,2.8,3.2,19.2,PF,1.0,2009-10,2.2,8.0,ORL
2,2.3,.500,4.7,3.4,.393,8.6,1.3,22,1.0,anderry01,5.7,5.7,.430,13.3,2.4,.812,3.0,64,14,NBA,1424,3.3,3.5,17.2,PF,0.8,2010-11,1.2,9.0,ORL
3,3.0,.496,6.1,3.0,.393,7.7,1.0,23,0.5,anderry01,4.5,6.1,.439,13.9,2.7,.877,3.1,61,61,NBA,1964,4.1,2.7,18.0,PF,0.9,2011-12,1.0,8.6,ORL
4,3.7,.464,8.0,3.1,.382,8.0,1.4,24,0.4,anderry01,4.7,6.8,.423,16.0,2.2,.844,2.6,81,22,NBA,2503,2.7,2.6,18.8,PF,0.6,2012-13,1.4,7.5,NOH
5,4.0,.463,8.6,3.0,.409,7.4,0.8,25,0.3,anderry01,3.4,7.0,.438,16.0,2.7,.952,2.8,22,14,NBA,795,3.0,2.1,19.7,PF,0.5,2013-14,0.9,6.4,NOP
6,3.6,.457,8.0,2.6,.340,7.7,1.2,26,0.4,anderry01,4.0,6.3,.399,15.7,2.8,.854,3.2,61,5,NBA,1675,2.3,2.4,17.9,PF,0.7,2014-15,1.3,6.3,NOP
7,4.8,.466,10.2,2.3,.366,6.4,1.3,27,0.4,anderry01,4.8,7.1,.427,16.7,3.6,.873,4.1,66,7,NBA,2008,2.3,2.0,20.2,PF,0.7,2015-16,1.6,7.1,NOP
8,2.0,.446,4.5,3.5,.403,8.6,1.2,28,0.2,anderry01,3.7,5.5,.418,13.2,2.2,.860,2.6,72,72,NBA,2116,1.9,2.4,16.7,PF,0.5,2016-17,0.9,5.6,HOU
0,4.2,.454,9.2,0.8,.511,1.6,1.7,23,0.3,andersh01,4.3,5.0,.462,10.7,2.3,.687,3.3,65,0,NBA,1066,1.8,3.8,13.0,SG,0.9,1996-97,2.5,6.0,UTA
1,5.9,.560,10.5,0.2,.219,0.7,2.0,24,0.4,andersh01,3.2,6.0,.538,11.2,3.1,.735,4.2,82,2,NBA,1602,1.9,3.3,15.3,SG,1.5,1997-98,2.0,5.1,UTA
2,5.0,.460,10.8,0.5,.341,1.4,1.9,25,0.3,andersh01,2.8,5.4,.446,12.2,3.0,.712,4.2,50,2,NBA,1072,1.6,3.0,14.3,SG,1.3,1998-99,2.2,4.4,UTA
3,3.9,.523,7.4,1.1,.351,3.0,3.2,26,0.4,andersh01,3.9,4.9,.473,10.4,2.6,.767,3.4,82,82,NBA,2700,1.2,2.4,13.5,SF,1.3,1999-00,2.6,5.1,HOU
4,3.3,.517,6.3,0.7,.271,2.6,2.8,27,0.6,andersh01,3.9,4.0,.446,8.9,2.1,.734,2.8,82,82,NBA,2396,1.1,3.0,10.7,SG,1.2,2000-01,2.0,5.0,HOU
5,2.5,.474,5.2,0.9,.277,3.2,1.7,28,0.3,andersh01,4.3,3.4,.399,8.4,1.7,.692,2.4,82,6,NBA,1596,1.3,3.0,9.3,SG,1.1,2001-02,2.2,5.6,NYK
6,4.1,.494,8.3,1.1,.371,2.9,1.8,29,0.4,andersh01,4.0,5.2,.462,11.2,2.9,.732,4.0,82,9,NBA,1731,1.3,3.7,14.3,SF,1.5,2002-03,2.4,5.3,NYK
7,3.7,.463,8.0,0.7,.281,2.3,2.2,30,0.3,andersh01,3.1,4.3,.422,10.3,2.2,.764,2.9,80,37,NBA,1974,1.0,3.3,11.6,SG,1.2,2003-04,2.2,4.0,NYK
8,2.9,.495,5.8,0.2,.172,0.9,2.2,31,0.4,andersh01,4.6,3.0,.452,6.7,1.7,.818,2.0,66,5,NBA,1171,1.3,4.2,7.8,SF-SG,1.2,2004-05,1.5,5.9,TOT
9,0.0,.000,1.8,0.0,.000,1.8,0.0,31,0.0,andersh01,0.0,0.0,.000,3.6,0.0,,0.0,1,0,NBA,20,1.8,3.6,0.0,SG,0.0,2004-05,1.8,1.8,NYK
10,2.9,.497,5.8,0.2,.179,0.9,2.2,31,0.4,andersh01,4.7,3.1,.456,6.7,1.7,.818,2.1,65,5,NBA,1151,1.3,4.3,8.0,SF,1.3,2004-05,1.5,5.9,MIA
